Zeit;Kanal A
(ms);(mV)

-0,29999968;6,15219000
-0,29499968;5,40661900
-0,28999968;5,40661900
-0,28499968;5,21961100
-0,27999968;5,59301200
-0,27499968;4,28764700
-0,26999968;3,54207700
-0,26499968;3,91486200
-0,25999968;3,91486200
-0,25499968;3,16929100
-0,24999968;3,35568400
-0,24499968;2,98289800
-0,23999968;2,79650600
-0,23499968;3,35568400
-0,22999968;2,60949800
-0,22499968;2,79650600
-0,21999968;2,05032000
-0,21499968;2,42310500
-0,20999968;2,79650600
-0,20499968;3,16929100
-0,19999968;2,98289800
-0,19499968;3,54207700
-0,18999968;3,35568400
-0,18499968;3,54207700
-0,17999968;3,54207700
-0,17499968;3,16929100
-0,16999968;3,35568400
-0,16499968;3,54207700
-0,15999968;3,35568400
-0,15499968;3,54207700
-0,14999968;2,79650600
-0,14499968;11,18602000
-0,13999968;2,42310500
-0,13499968;2,60949800
-0,12999968;2,60949800
-0,12499968;2,98289800
-0,11999968;2,42310500
-0,11499968;2,05032000
-0,10999968;2,05032000
-0,10499968;2,23671300
-0,09999968;2,23671300
-0,09499968;2,23671300
-0,08999968;1,86392700
-0,08499968;2,05032000
-0,07999968;1,30474900
-0,07499968;1,11835600
-0,06999968;0,18639270
-0,06499968;-0,74557080
-0,05999968;-0,37278540
-0,05499968;-2,23671300
-0,04999968;-2,98289800
-0,04499968;-3,91486200
-0,03999968;-5,03321800
-0,03499968;-4,28764700
-0,02999968;-3,16929100
-0,02499968;-3,35568400
-0,01999968;-2,60949800
-0,01499968;-0,93196360
-0,00999968;-0,37278540
-0,00499968;1,11835600
0,00000032;2,60949800
0,00500032;4,10125500
0,01000032;4,10125500
0,01500032;3,72846900
0,02000032;3,91486200
0,02500032;4,28764700
0,03000032;3,16929100
0,03500032;2,60949800
0,04000032;2,05032000
0,04500032;0,74557080
0,05000032;1,49114200
0,05500032;0,18639270
0,06000031;0,55917820
0,06500031;0,74557080
0,07000031;1,11835600
0,07500031;0,74557080
0,08000031;1,67753400
0,08500031;0,55917820
0,09000031;1,11835600
0,09500031;1,49114200
0,10000031;1,11835600
0,10500031;0,37278540
0,11000031;0,18639270
0,11500031;-0,93196360
0,12000031;-0,93196360
0,12500031;-1,86392700
0,13000031;-1,30474900
0,13500031;-3,16929100
0,14000031;-2,98289800
0,14500031;-4,66043300
0,15000031;-3,16929100
0,15500031;-3,72846900
0,16000031;-4,66043300
0,16500031;-4,66043300
0,17000031;-4,10125500
0,17500031;-4,47404100
0,18000031;-4,47404100
0,18500031;-4,47404100
0,19000031;-3,72846900
0,19500031;-4,47404100
0,20000031;-4,47404100
0,20500031;-5,21961100
0,21000031;-5,40661900
0,21500031;-5,59301200
0,22000031;-5,96579700
0,22500031;-5,59301200
0,23000031;-5,59301200
0,23500031;-6,15219000
0,24000031;-5,21961100
0,24500031;-4,47404100
0,25000031;-4,10125500
0,25500031;-3,16929100
0,26000031;-2,98289800
0,26500031;-2,60949800
0,27000031;-1,86392700
0,27500031;-0,74557080
0,28000031;-0,37278540
0,28500031;-0,55917820
0,29000031;-0,37278540
0,29500031;-0,93196360
0,30000031;-0,93196360
0,30500031;-1,67753400
0,31000031;-1,49114200
0,31500031;-2,23671300
0,32000031;-2,79650600
0,32500031;-3,54207700
0,33000031;-4,28764700
0,33500031;-3,54207700
0,34000031;-4,47404100
0,34500031;-4,47404100
0,35000031;-4,28764700
0,35500031;-4,28764700
0,36000031;-4,47404100
0,36500031;-4,47404100
0,37000031;-3,72846900
0,37500031;-5,21961100
0,38000031;-5,03321800
0,38500031;-5,40661900
0,39000031;-5,59301200
0,39500031;-5,59301200
0,40000031;-5,59301200
0,40500031;-5,96579700
0,41000031;-5,77940400
0,41500031;-5,96579700
0,42000031;-5,40661900
0,42500031;-4,66043300
0,43000031;-4,28764700
0,43500031;-3,91486200
0,44000031;-3,54207700
0,44500031;-2,60949800
0,45000031;-2,79650600
0,45500031;-2,79650600
0,46000030;-3,35568400
0,46500030;-2,79650600
0,47000030;-3,16929100
0,47500030;-2,98289800
0,48000030;-3,72846900
0,48500030;-4,10125500
0,49000030;-4,10125500
0,49500030;-4,10125500
0,50000030;-4,10125500
0,50500030;-3,16929100
0,51000030;-3,72846900
0,51500030;-3,72846900
0,52000030;-2,60949800
0,52500030;-2,79650600
0,53000030;-5,03321800
0,53500030;-2,05032000
0,54000030;-1,11835600
0,54500030;-2,60949800
0,55000030;-1,86392700
0,55500030;-1,11835600
0,56000030;-1,11835600
0,56500030;-1,30474900
0,57000030;-1,86392700
0,57500030;-2,98289800
0,58000030;-3,16929100
0,58500030;-3,54207700
0,59000030;-3,54207700
0,59500030;-5,03321800
0,60000030;-5,59301200
0,60500030;-6,15219000
0,61000030;-6,33858300
0,61500030;-6,33858300
0,62000030;-6,71136800
0,62500030;-6,89776000
0,63000030;-6,33858300
0,63500030;-5,40661900
0,64000030;-5,59301200
0,64500030;-5,59301200
0,65000030;-4,28764700
0,65500030;-4,10125500
0,66000030;-3,35568400
0,66500030;-2,23671300
0,67000030;-2,23671300
0,67500030;-1,67753400
0,68000030;-0,93196360
0,68500030;-1,11835600
0,69000030;0,18639270
0,69500030;0,00000000
0,70000030;1,11835600
0,70500030;1,49114200
0,71000030;1,67753400
0,71500030;2,23671300
0,72000030;1,67753400
0,72500030;2,60949800
0,73000030;3,35568400
0,73500030;5,21961100
0,74000030;3,91486200
0,74500030;4,47404100
0,75000030;4,66043300
0,75500030;5,59301200
0,76000030;4,47404100
0,76500030;5,77940400
0,77000030;6,15219000
0,77500030;6,89776000
0,78000030;7,08415300
0,78500030;6,71136800
0,79000030;7,08415300
0,79500030;6,71136800
0,80000030;6,33858300
0,80500030;7,08415300
0,81000030;6,71136800
0,81500030;6,71136800
0,82000030;6,33858300
0,82500030;5,77940400
0,83000030;5,77940400
0,83500030;5,77940400
0,84000030;6,52497500
0,84500030;5,40661900
0,85000030;5,77940400
0,85500029;6,33858300
0,86000029;6,52497500
0,86500029;6,33858300
0,87000029;6,33858300
0,87500029;5,40661900
0,88000029;5,40661900
0,88500029;5,77940400
0,89000029;6,15219000
0,89500029;6,15219000
0,90000029;6,15219000
0,90500029;6,33858300
0,91000029;6,15219000
0,91500029;6,33858300
0,92000029;6,52497500
0,92500029;5,77940400
0,93000029;7,45693900
0,93500029;7,64333200
0,94000029;7,64333200
0,94500029;6,15219000
0,95000029;7,64333200
0,95500029;7,27054500
0,96000029;7,64333200
0,96500029;7,08415300
0,97000029;6,71136800
0,97500029;6,71136800
0,98000029;6,15219000
0,98500029;6,15219000
0,99000029;5,77940400
0,99500029;4,84682600
1,00000029;5,03321800
1,00500029;4,47404100
1,01000029;5,40661900
1,01500029;3,91486200
1,02000029;4,28764700
1,02500029;3,35568400
1,03000029;3,72846900
1,03500029;3,35568400
1,04000029;3,35568400
1,04500029;2,60949800
1,05000029;-2,79650600
1,05500029;2,98289800
1,06000029;3,16929100
1,06500029;2,79650600
1,07000029;3,54207700
1,07500029;2,79650600
1,08000029;2,98289800
1,08500029;3,35568400
1,09000029;3,72846900
1,09500029;2,42310500
1,10000029;2,79650600
1,10500029;3,54207700
1,11000029;5,03321800
1,11500029;2,60949800
1,12000029;2,79650600
1,12500029;2,98289800
1,13000029;4,84682600
1,13500029;2,60949800
1,14000029;2,79650600
1,14500029;0,55917820
1,15000029;2,05032000
1,15500029;2,23671300
1,16000029;1,67753400
1,16500029;2,60949800
1,17000029;2,98289800
1,17500029;3,16929100
1,18000029;1,11835600
1,18500029;2,79650600
1,19000029;2,79650600
1,19500029;2,05032000
1,20000029;1,67753400
1,20500029;1,30474900
1,21000029;0,74557080
1,21500029;-0,74557080
1,22000029;-1,49114200
1,22500029;-1,86392700
1,23000029;-2,98289800
1,23500029;-3,54207700
1,24000029;-4,28764700
1,24500029;-4,47404100
1,25000028;-3,54207700
1,25500028;-2,05032000
1,26000028;-2,23671300
1,26500028;-1,49114200
1,27000028;0,00000000
1,27500028;0,74557080
1,28000028;2,60949800
1,28500028;3,54207700
1,29000028;4,28764700
1,29500028;4,66043300
1,30000028;3,91486200
1,30500028;3,72846900
1,31000028;3,91486200
1,31500028;2,23671300
1,32000028;2,42310500
1,32500028;0,74557080
1,33000028;1,49114200
1,33500028;0,55917820
1,34000028;0,55917820
1,34500028;-1,49114200
1,35000028;0,18639270
1,35500028;0,18639270
1,36000028;1,11835600
1,36500028;-0,37278540
1,37000028;0,55917820
1,37500028;0,74557080
1,38000028;1,49114200
1,38500028;0,93196360
1,39000028;0,55917820
1,39500028;-0,74557080
1,40000028;-0,55917820
1,40500028;-0,93196360
1,41000028;-2,60949800
1,41500028;-2,05032000
1,42000028;-2,60949800
1,42500028;-2,79650600
1,43000028;-3,54207700
1,43500028;-4,66043300
1,44000028;-4,28764700
1,44500028;-3,91486200
1,45000028;-4,28764700
1,45500028;-4,47404100
1,46000028;-4,47404100
1,46500028;-5,21961100
1,47000028;-4,47404100
1,47500028;-4,47404100
1,48000028;-5,40661900
1,48500028;-5,03321800
1,49000028;-5,59301200
1,49500028;-5,03321800
1,50000028;-4,84682600
1,50500028;-5,59301200
1,51000028;-6,33858300
1,51500028;-5,40661900
1,52000028;-5,03321800
1,52500028;-4,66043300
1,53000028;-3,91486200
1,53500028;-3,54207700
1,54000028;-3,16929100
1,54500028;-1,49114200
1,55000028;-1,30474900
1,55500028;-1,86392700
1,56000028;-0,93196360
1,56500028;-1,67753400
1,57000028;-1,30474900
1,57500028;-0,55917820
1,58000028;-0,93196360
1,58500028;-1,86392700
1,59000028;-2,79650600
1,59500028;-3,35568400
1,60000028;-3,72846900
1,60500028;-2,79650600
1,61000028;-3,35568400
1,61500028;-4,47404100
1,62000028;-4,47404100
1,62500028;-4,84682600
1,63000028;-3,72846900
1,63500028;-3,72846900
1,64000028;-4,47404100
1,64500027;-4,10125500
1,65000027;-3,72846900
1,65500027;-4,66043300
1,66000027;-4,66043300
1,66500027;-5,40661900
1,67000027;-6,15219000
1,67500027;-5,96579700
1,68000027;-6,33858300
1,68500027;-6,89776000
1,69000027;-6,89776000
1,69500027;-5,96579700
1,70000027;-5,21961100
1,70500027;-4,66043300
1,71000027;-3,72846900
1,71500027;-4,10125500
1,72000027;-3,54207700
1,72500027;-3,54207700
1,73000027;-2,60949800
1,73500027;-2,60949800
1,74000027;-2,98289800
1,74500027;-1,86392700
1,75000027;-3,16929100
1,75500027;-2,60949800
1,76000027;-2,98289800
1,76500027;-3,54207700
1,77000027;-4,10125500
1,77500027;-5,40661900
1,78000027;-3,16929100
1,78500027;-4,10125500
1,79000027;-3,91486200
1,79500027;-3,54207700
1,80000027;-2,60949800
1,80500027;-3,16929100
1,81000027;-1,86392700
1,81500027;-2,05032000
1,82000027;-0,93196360
1,82500027;-1,67753400
1,83000027;-1,67753400
1,83500027;-1,67753400
1,84000027;-2,42310500
1,84500027;-2,60949800
1,85000027;-2,42310500
1,85500027;-3,54207700
1,86000027;-2,98289800
1,86500027;-3,72846900
1,87000027;-3,72846900
1,87500027;-4,28764700
1,88000027;-4,66043300
1,88500027;-5,59301200
1,89000027;-5,59301200
1,89500027;-5,59301200
1,90000027;-5,77940400
1,90500027;-5,77940400
1,91000027;-5,77940400
1,91500027;-5,03321800
1,92000027;-4,28764700
1,92500027;-4,66043300
1,93000027;-3,72846900
1,93500027;-3,54207700
1,94000027;-3,72846900
1,94500027;-4,10125500
1,95000027;-1,49114200
1,95500027;-1,86392700
1,96000027;-1,30474900
1,96500027;-0,93196360
1,97000027;-0,18639270
1,97500027;0,18639270
1,98000027;0,74557080
1,98500027;1,49114200
1,99000027;2,23671300
1,99500027;2,42310500
2,00000027;2,98289800
2,00500027;2,60949800
2,01000027;3,91486200
2,01500027;4,28764700
2,02000027;5,21961100
2,02500027;5,03321800
2,03000027;4,84682600
2,03500027;5,77940400
2,04000026;5,77940400
2,04500026;5,21961100
2,05000026;6,15219000
2,05500026;6,15219000
2,06000026;5,77940400
2,06500026;6,15219000
2,07000026;6,33858300
2,07500026;6,71136800
2,08000026;6,52497500
2,08500026;6,89776000
2,09000026;6,52497500
2,09500026;6,33858300
2,10000026;6,33858300
2,10500026;6,71136800
2,11000026;6,33858300
2,11500026;5,96579700
2,12000026;6,71136800
2,12500026;6,89776000
2,13000026;7,45693900
2,13500026;6,89776000
2,14000026;5,77940400
2,14500026;5,59301200
2,15000026;6,15219000
2,15500026;6,33858300
2,16000026;5,40661900
2,16500026;6,52497500
2,17000026;5,77940400
2,17500026;7,08415300
2,18000026;6,15219000
2,18500026;6,15219000
2,19000026;7,08415300
2,19500026;5,21961100
2,20000026;6,15219000
2,20500026;7,08415300
2,21000026;8,57591100
2,21500026;8,20312500
2,22000026;8,01673200
2,22500026;8,01673200
2,23000026;7,82972400
2,23500026;7,27054500
2,24000026;7,27054500
2,24500026;7,45693900
2,25000026;6,89776000
2,25500026;6,52497500
2,26000026;6,33858300
2,26500026;6,33858300
2,27000026;6,15219000
2,27500026;5,03321800
2,28000026;5,59301200
2,28500026;5,03321800
2,29000026;4,28764700
2,29500026;4,28764700
2,30000026;3,91486200
2,30500026;3,54207700
2,31000026;3,91486200
2,31500026;3,35568400
2,32000026;3,72846900
2,32500026;2,98289800
2,33000026;3,54207700
2,33500026;2,79650600
2,34000026;2,79650600
2,34500026;2,42310500
2,35000026;2,42310500
2,35500026;3,35568400
2,36000026;4,47404100
2,36500026;3,54207700
2,37000026;3,91486200
2,37500026;3,54207700
2,38000026;3,72846900
2,38500026;3,35568400
2,39000026;3,91486200
2,39500026;3,35568400
2,40000026;3,35568400
2,40500026;2,98289800
2,41000026;3,54207700
2,41500026;2,98289800
2,42000026;3,35568400
2,42500026;3,72846900
2,43000026;2,42310500
2,43500025;2,79650600
2,44000025;2,60949800
2,44500025;2,98289800
2,45000025;2,23671300
2,45500025;2,42310500
2,46000025;2,42310500
2,46500025;2,60949800
2,47000025;2,05032000
2,47500025;1,67753400
2,48000025;1,49114200
2,48500025;0,74557080
2,49000025;0,37278540
2,49500025;0,00000000
2,50000025;-1,11835600
2,50500025;-1,67753400
2,51000025;-2,23671300
2,51500025;-3,72846900
2,52000025;-3,72846900
2,52500025;-3,91486200
2,53000025;-3,72846900
2,53500025;-2,79650600
2,54000025;-1,30474900
2,54500025;0,37278540
2,55000025;0,55917820
2,55500025;0,93196360
2,56000025;2,60949800
2,56500025;4,10125500
2,57000025;2,79650600
2,57500025;3,72846900
2,58000025;4,47404100
2,58500025;3,54207700
2,59000025;2,79650600
2,59500025;2,42310500
2,60000025;2,42310500
2,60500025;2,42310500
2,61000025;1,67753400
2,61500025;0,18639270
2,62000025;0,74557080
2,62500025;0,55917820
2,63000025;1,11835600
2,63500025;1,11835600
2,64000025;-1,67753400
2,64500025;0,55917820
2,65000025;0,74557080
2,65500025;1,11835600
2,66000025;0,74557080
2,66500025;0,37278540
2,67000025;0,37278540
2,67500025;-0,37278540
2,68000025;-1,30474900
2,68500025;-1,86392700
2,69000025;-2,23671300
2,69500025;-1,86392700
2,70000025;-2,79650600
2,70500025;-3,54207700
2,71000025;-3,91486200
2,71500025;-4,10125500
2,72000025;-4,10125500
2,72500025;-4,28764700
2,73000025;-4,10125500
2,73500025;-5,77940400
2,74000025;-4,47404100
2,74500025;-5,03321800
2,75000025;-4,10125500
2,75500025;-4,66043300
2,76000025;-5,21961100
2,76500025;-5,21961100
2,77000025;-5,03321800
2,77500025;-4,84682600
2,78000025;-6,52497500
2,78500025;-5,77940400
2,79000025;-5,03321800
2,79500025;-5,59301200
2,80000025;-4,47404100
2,80500025;-4,66043300
2,81000025;-3,72846900
2,81500025;-3,72846900
2,82000025;-2,79650600
2,82500025;-1,86392700
2,83000025;-1,67753400
2,83500024;-1,30474900
2,84000024;-0,74557080
2,84500024;-0,93196360
2,85000024;-0,93196360
2,85500024;-1,49114200
2,86000024;-1,86392700
2,86500024;-2,23671300
2,87000024;-1,86392700
2,87500024;-3,35568400
2,88000024;-2,98289800
2,88500024;-4,10125500
2,89000024;-3,54207700
2,89500024;-4,47404100
2,90000024;-4,47404100
2,90500024;-5,40661900
2,91000024;-3,72846900
2,91500024;-4,66043300
2,92000024;-3,91486200
2,92500024;-3,91486200
2,93000024;-4,66043300
2,93500024;-5,21961100
2,94000024;-5,03321800
2,94500024;-5,77940400
2,95000024;-6,33858300
2,95500024;-6,33858300
2,96000024;-6,52497500
2,96500024;-6,52497500
2,97000024;-6,52497500
2,97500024;-6,52497500
2,98000024;-5,59301200
2,98500024;-5,03321800
2,99000024;-4,47404100
2,99500024;-3,72846900
3,00000024;-3,72846900
3,00500024;-3,16929100
3,01000024;-2,79650600
3,01500024;-2,79650600
3,02000024;-2,42310500
3,02500024;-3,16929100
3,03000024;-3,35568400
3,03500024;-3,35568400
3,04000024;-3,35568400
3,04500024;-3,54207700
3,05000024;-3,72846900
3,05500024;-3,54207700
3,06000024;-4,28764700
3,06500024;-4,10125500
3,07000024;-3,72846900
3,07500024;-2,79650600
3,08000024;-2,23671300
3,08500024;-2,79650600
3,09000024;-2,60949800
3,09500024;-2,98289800
3,10000024;-1,49114200
3,10500024;-1,67753400
3,11000024;-1,30474900
3,11500024;-1,86392700
3,12000024;-1,86392700
3,12500024;-1,86392700
3,13000024;-2,23671300
3,13500024;-2,60949800
3,14000024;-2,79650600
3,14500024;-3,54207700
3,15000024;-3,72846900
3,15500024;-5,03321800
3,16000024;-5,59301200
3,16500024;-5,40661900
3,17000024;-5,59301200
3,17500024;-5,03321800
3,18000024;-5,96579700
3,18500024;-6,15219000
3,19000024;-6,15219000
3,19500024;-5,59301200
3,20000024;-5,21961100
3,20500024;-5,40661900
3,21000024;-3,54207700
3,21500024;-3,16929100
3,22000024;-2,79650600
3,22500024;-2,42310500
3,23000023;-1,67753400
3,23500023;-0,74557080
3,24000023;-0,18639270
3,24500023;0,37278540
3,25000023;0,74557080
3,25500023;0,37278540
3,26000023;0,74557080
3,26500023;1,30474900
3,27000023;1,86392700
3,27500023;2,42310500
3,28000023;3,54207700
3,28500023;3,35568400
3,29000023;3,72846900
3,29500023;3,91486200
3,30000023;4,84682600
3,30500023;4,84682600
3,31000023;5,21961100
3,31500023;5,77940400
3,32000023;4,84682600
3,32500023;6,15219000
3,33000023;6,33858300
3,33500023;6,33858300
3,34000023;6,71136800
3,34500023;7,64333200
3,35000023;6,15219000
3,35500023;6,89776000
3,36000023;6,15219000
3,36500023;5,96579700
3,37000023;6,71136800
3,37500023;5,96579700
3,38000023;6,15219000
3,38500023;5,59301200
3,39000023;6,15219000
3,39500023;5,77940400
3,40000023;6,33858300
3,40500023;5,77940400
3,41000023;6,15219000
3,41500023;6,15219000
3,42000023;5,77940400
3,42500023;6,15219000
3,43000023;6,15219000
3,43500023;6,33858300
3,44000023;5,77940400
3,44500023;5,77940400
3,45000023;6,52497500
3,45500023;6,33858300
3,46000023;6,89776000
3,46500023;6,89776000
3,47000023;7,27054500
3,47500023;7,27054500
3,48000023;6,71136800
3,48500023;8,01673200
3,49000023;7,82972400
3,49500023;7,45693900
3,50000023;8,01673200
3,50500023;7,64333200
3,51000023;8,01673200
3,51500023;7,27054500
3,52000023;7,27054500
3,52500023;7,08415300
3,53000023;7,45693900
3,53500023;7,08415300
3,54000023;6,52497500
3,54500023;4,84682600
3,55000023;5,77940400
3,55500023;5,77940400
3,56000023;4,84682600
3,56500023;4,28764700
3,57000023;4,47404100
3,57500023;4,66043300
3,58000023;4,47404100
3,58500023;3,35568400
3,59000023;3,35568400
3,59500023;2,79650600
3,60000023;2,98289800
3,60500023;3,16929100
3,61000023;2,79650600
3,61500023;2,60949800
3,62000023;2,79650600
3,62500022;2,98289800
3,63000022;2,98289800
3,63500022;3,16929100
3,64000022;3,35568400
3,64500022;3,91486200
3,65000022;3,91486200
3,65500022;3,54207700
3,66000022;3,35568400
3,66500022;3,72846900
3,67000022;3,91486200
3,67500022;2,60949800
3,68000022;3,35568400
3,68500022;3,35568400
3,69000022;3,16929100
3,69500022;3,35568400
3,70000022;2,60949800
3,70500022;2,98289800
3,71000022;2,60949800
3,71500022;2,05032000
3,72000022;2,42310500
3,72500022;2,79650600
3,73000022;2,98289800
3,73500022;2,23671300
3,74000022;2,98289800
3,74500022;2,42310500
3,75000022;2,05032000
3,75500022;1,86392700
3,76000022;2,98289800
3,76500022;1,30474900
3,77000022;0,74557080
3,77500022;0,00000000
3,78000022;-0,74557080
3,78500022;-1,86392700
3,79000022;-3,16929100
3,79500022;-3,54207700
3,80000022;-3,91486200
3,80500022;-4,10125500
3,81000022;-4,10125500
3,81500022;-3,72846900
3,82000022;-2,79650600
3,82500022;-1,30474900
3,83000022;-0,74557080
3,83500022;0,93196360
3,84000022;2,42310500
3,84500022;2,98289800
3,85000022;3,91486200
3,85500022;4,47404100
3,86000022;3,91486200
3,86500022;3,91486200
3,87000022;3,35568400
3,87500022;2,23671300
3,88000022;2,23671300
3,88500022;1,49114200
3,89000022;1,49114200
3,89500022;0,93196360
3,90000022;0,55917820
3,90500022;0,93196360
3,91000022;0,55917820
3,91500022;0,93196360
3,92000022;1,49114200
3,92500022;1,11835600
3,93000022;1,11835600
3,93500022;0,74557080
3,94000022;1,11835600
3,94500022;1,67753400
3,95000022;0,00000000
3,95500022;-0,55917820
3,96000022;-1,49114200
3,96500022;-1,86392700
3,97000022;-1,86392700
3,97500022;-3,16929100
3,98000022;-3,54207700
3,98500022;-3,35568400
3,99000022;-1,86392700
3,99500022;-3,54207700
4,00000022;-4,10125500
4,00500022;-3,72846900
4,01000022;-3,91486200
4,01500022;-4,10125500
4,02000021;-4,84682600
4,02500021;-4,10125500
4,03000021;-4,47404100
4,03500021;-4,66043300
4,04000021;-4,47404100
4,04500021;-5,03321800
4,05000021;-6,33858300
4,05500021;-5,59301200
4,06000021;-5,40661900
4,06500021;-5,77940400
4,07000021;-5,96579700
4,07500021;-5,03321800
4,08000021;-4,66043300
4,08500021;-4,66043300
4,09000021;-3,72846900
4,09500021;-4,10125500
4,10000021;-2,79650600
4,10500021;-1,86392700
4,11000021;-1,49114200
4,11500021;-1,30474900
4,12000021;-0,93196360
4,12500021;-0,74557080
4,13000021;-0,93196360
4,13500021;-0,93196360
4,14000021;-0,93196360
4,14500021;-0,93196360
4,15000021;-3,54207700
4,15500021;-2,79650600
4,16000021;-1,67753400
4,16500021;-3,16929100
4,17000021;-4,10125500
4,17500021;-4,10125500
4,18000021;-3,72846900
4,18500021;-4,10125500
4,19000021;-3,72846900
4,19500021;-3,91486200
4,20000021;-3,91486200
4,20500021;-4,10125500
4,21000021;-4,47404100
4,21500021;-5,03321800
4,22000021;-5,21961100
4,22500021;-5,40661900
4,23000021;-5,40661900
4,23500021;-6,71136800
4,24000021;-6,71136800
4,24500021;-6,15219000
4,25000021;-5,59301200
4,25500021;-5,59301200
4,26000021;-5,59301200
4,26500021;-4,66043300
4,27000021;-4,47404100
4,27500021;-3,72846900
4,28000021;-1,49114200
4,28500021;-3,35568400
4,29000021;-2,60949800
4,29500021;-3,16929100
4,30000021;-0,93196360
4,30500021;-3,72846900
4,31000021;-2,60949800
4,31500021;-3,16929100
4,32000021;-3,54207700
4,32500021;-3,91486200
4,33000021;-4,10125500
4,33500021;-4,10125500
4,34000021;-3,72846900
4,34500021;-3,72846900
4,35000021;-3,72846900
4,35500021;-3,54207700
4,36000021;-3,16929100
4,36500021;-3,16929100
4,37000021;-2,79650600
4,37500021;-0,93196360
4,38000021;-1,11835600
4,38500021;-1,67753400
4,39000021;-1,86392700
4,39500021;-1,67753400
4,40000021;-1,30474900
4,40500021;-1,30474900
4,41000021;-2,23671300
4,41500020;-2,23671300
4,42000020;-2,42310500
4,42500020;-2,05032000
4,43000020;-4,47404100
4,43500020;-5,03321800
4,44000020;-5,59301200
4,44500020;-6,33858300
4,45000020;-6,52497500
4,45500020;-6,52497500
4,46000020;-6,71136800
4,46500020;-7,27054500
4,47000020;-6,15219000
4,47500020;-5,96579700
4,48000020;-5,03321800
4,48500020;-4,84682600
4,49000020;-3,72846900
4,49500020;-3,54207700
4,50000020;-2,23671300
4,50500020;-1,86392700
4,51000020;-1,49114200
4,51500020;-1,67753400
4,52000020;-0,37278540
4,52500020;0,00000000
4,53000020;0,37278540
4,53500020;0,74557080
4,54000020;-0,93196360
4,54500020;2,23671300
4,55000020;1,67753400
4,55500020;2,79650600
4,56000020;4,28764700
4,56500020;3,35568400
4,57000020;3,72846900
4,57500020;3,35568400
4,58000020;4,10125500
4,58500020;4,47404100
4,59000020;5,21961100
4,59500020;5,59301200
4,60000020;5,21961100
4,60500020;5,96579700
4,61000020;6,15219000
4,61500020;6,33858300
4,62000020;6,52497500
4,62500020;5,96579700
4,63000020;6,33858300
4,63500020;7,08415300
4,64000020;6,89776000
4,64500020;6,71136800
4,65000020;6,33858300
4,65500020;6,52497500
4,66000020;7,08415300
4,66500020;6,52497500
4,67000020;6,71136800
4,67500020;7,08415300
4,68000020;6,15219000
4,68500020;6,71136800
4,69000020;6,71136800
4,69500020;5,96579700
4,70000020;5,77940400
4,70500020;5,77940400
4,71000020;5,40661900
4,71500020;5,96579700
4,72000020;5,77940400
4,72500020;5,77940400
4,73000020;5,77940400
4,73500020;5,40661900
4,74000020;6,52497500
4,74500020;6,15219000
4,75000020;6,52497500
4,75500020;6,33858300
4,76000020;7,82972400
4,76500020;7,08415300
4,77000020;7,45693900
4,77500020;8,01673200
4,78000020;7,64333200
4,78500020;8,01673200
4,79000020;8,20312500
4,79500020;8,20312500
4,80000020;7,64333200
4,80500020;8,01673200
4,81000019;7,64333200
4,81500019;6,71136800
4,82000019;7,64333200
4,82500019;6,71136800
4,83000019;5,03321800
4,83500019;5,21961100
4,84000019;5,21961100
4,84500019;4,47404100
4,85000019;4,66043300
4,85500019;4,10125500
4,86000019;4,28764700
4,86500019;3,35568400
4,87000019;3,35568400
4,87500019;2,98289800
4,88000019;3,35568400
4,88500019;2,60949800
4,89000019;3,16929100
4,89500019;2,60949800
4,90000019;3,91486200
4,90500019;3,35568400
4,91000019;3,35568400
4,91500019;2,98289800
4,92000019;3,54207700
4,92500019;3,72846900
4,93000019;3,91486200
4,93500019;3,91486200
4,94000019;3,72846900
4,94500019;3,35568400
4,95000019;3,35568400
4,95500019;2,60949800
4,96000019;2,23671300
4,96500019;3,54207700
4,97000019;2,79650600
4,97500019;1,86392700
4,98000019;3,16929100
4,98500019;2,60949800
4,99000019;3,35568400
4,99500019;1,86392700
5,00000019;2,42310500
5,00500019;3,16929100
5,01000019;2,98289800
5,01500019;2,98289800
5,02000019;2,79650600
5,02500019;2,60949800
5,03000019;2,05032000
5,03500019;2,05032000
5,04000019;1,67753400
5,04500019;0,93196360
5,05000019;0,74557080
5,05500019;0,55917820
5,06000019;-0,74557080
5,06500019;-2,23671300
5,07000019;-2,60949800
5,07500019;-4,10125500
5,08000019;-4,10125500
5,08500019;-4,66043300
5,09000019;-4,10125500
5,09500019;-4,10125500
5,10000019;-3,35568400
5,10500019;-1,86392700
5,11000019;-0,74557080
5,11500019;0,74557080
5,12000019;2,23671300
5,12500019;3,16929100
5,13000019;3,72846900
5,13500019;5,03321800
5,14000019;3,72846900
5,14500019;3,35568400
5,15000019;3,72846900
5,15500019;2,60949800
5,16000019;2,60949800
5,16500019;0,55917820
5,17000019;2,05032000
5,17500019;-1,49114200
5,18000019;0,55917820
5,18500019;0,55917820
5,19000019;0,00000000
5,19500019;0,74557080
5,20000019;0,93196360
5,20500019;1,67753400
5,21000018;1,49114200
5,21500018;1,67753400
5,22000018;0,93196360
5,22500018;0,00000000
5,23000018;0,55917820
5,23500018;-0,18639270
5,24000018;-1,49114200
5,24500018;-1,67753400
5,25000018;-2,05032000
5,25500018;-1,30474900
5,26000018;-2,60949800
5,26500018;-3,72846900
5,27000018;-3,35568400
5,27500018;-3,72846900
